NUMERO_PIECE;DT_ECRITURE;FICHIER;LIBELLE;HT;TVA;TTC;EXERCICE_COMPTABLE;IDT_MODE_REG;IDT_STATUT;IDT_SS_CATEGORIE
;22/04/2021;  ;Tresor Public ;  ;  ;2 934,00;2021;3;1;40
1009;23/04/2021;2036-NDF_1009.pdf;Nuit de chine;27,82;2,78;30,6;2021;3;1;40
F2021-02-26MLSO202009;26/04/2021;F2021-02-26-MLSO-202009.pdf;HMG Expert Comptable;2091;418,2;2 509,20;2021;5;1;40
;26/04/2021;  ;  ;  ;  ;20;2021;3;1;21
;26/04/2021;  ;  ;  ;  ;4,99;2021;3;1;12
;26/04/2021;  ;  ;  ;  ;34,99;2021;3;1;12
;26/04/2021;  ;  ;  ;  ;73,9;2021;3;1;20
FAC_907695361;26/04/2021;Bouygues_Telecom_0907695361.pdf;Bouygues Telecom;8,33;1,67;10;2021;3;1;20
1010;29/04/2021;2037-NDF_1010.pdf;VINCI;9,5;1,9;11,4;2021;3;1;9
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;21
Abobe_IEE2021003048270;30/04/2021;Abobe_IEE2021003048270.pdf;Adobe Acrobat;  ;  ;14,99;2021;3;1;22
IEE2021002929302;30/04/2021;Adobe_IEE2021002929302.pdf;Adobe;  ;  ;19,99;2021;3;1;40
FAC_F050894055;03/05/2021;FAC_F050894055.pdf;Volkswagen Bank;571,05;19,38;590,43;2021;5;1;40
invoice-149697;03/05/2021;invoice-149697.pdf;VPSServer;36,76;7,35;44,11;2021;3;1;35
AKD-73688254977;03/05/2021;AKD-73688254977.pdf;Ccleaner;  ;  ;66,63;2021;3;1;12
;03/05/2021;  ;MongoDB;  ;  ;124,84;2021;3;1;12
;03/05/2021;  ;  ;  ;  ;63,83;2021;3;1;15
;04/05/2021;  ;Bouygues Telecom;48,62;8,36;56,98;2021;5;1;40
1011;06/05/2021;2038-NDF_1011.pdf;VINCI;7,17;1,43;8,6;2021;3;1;18
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;7
1012;06/05/2021;2039-NDF_1012.pdf;Nuit de chine;31,09;3,11;34,2;2021;3;1;18
;06/05/2021;  ;  ;  ;  ;117,21;2021;3;1;40
2021_05_maaf_pro;10/05/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2021;5;1;10
05_2021_CIPAV;10/05/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;745,97;2021;5;1;33
05MAAF-Sante-2021;10/05/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2021;5;1;40
;10/05/2021;  ;  ;  ;  ;19,71;2021;3;1;40
1013;10/05/2021;2040-NDF_1013.pdf;Leclerc;57,93;11,58;69,51;2021;3;1;33
FAC_11103529010421;11/05/2021;Bouyguestelecom_Facture_20210427.pdf;Bouygues Telecom;136,91;27,38;170,67;2021;5;1;40
;12/05/2021;  ;  ;  ;  ;10,99;2021;3;1;19
;12/05/2021;  ;  ;  ;  ;20;2021;3;1;6
BT__20210502;17/05/2021;Bouyguestelecom_Facture_20210502.pdf;Bouygues Telecom;  ;  ;5,32;2021;5;1;12
;17/05/2021;  ;  ;  ;  ;120;2021;3;1;12
2021_05_0884;20/05/2021;Macif2021.pdf;Macif 2021;  ;  ;153,79;2021;5;1;12
2021_05_urssaf;20/05/2021;URSSAF-2021.pdf;URSSAF 2021;  ;  ;417;2021;5;1;12
1014;20/05/2021;2041-NDF_1014.pdf;VINCI;8,92;1,78;10,7;2021;3;1;15
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;40
1015;20/05/2021;2042-NDF_1015.pdf;VINCI;9,92;1,98;11,9;2021;3;1;28
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;28
101521;21/05/2021;2043-NDF_1016.pdf;Nuit de chine;27,82;2,78;30,6;2021;3;1;28
;25/05/2021;  ;  ;  ;  ;51,19;2021;3;1;28
;25/05/2021;  ;Greffe du Tribunal de Versailles;  ;  ;45,87;2021;3;1;40
;25/05/2021;  ;Greffe du Tribunal de Versailles;  ;  ;45,87;2021;3;1;40
;25/05/2021;  ;Greffe du Tribunal de Versailles;  ;  ;45,87;2021;3;1;40
;25/05/2021;  ;Greffe du Tribunal de Versailles;  ;  ;51,22;2021;3;1;1
;25/05/2021;  ;  ;  ;  ;4,99;2021;3;1;40
;25/05/2021;  ;  ;  ;  ;5,1;2021;3;1;12
;25/05/2021;  ;  ;  ;  ;19,99;2021;3;1;12
;25/05/2021;  ;Tresor Public ;  ;  ;3097;2021;5;1;40
;26/05/2021;  ;  ;  ;  ;169,7;2021;3;1;20
1016;27/05/2021;2044-NDF_1016.pdf;VINCI;9,83;1,97;11,8;2021;3;1;20
;  ;  ;VINCI;9,67;1,93;11,6;2021;3;1;15
;27/05/2021;  ;  ;  ;  ;72,8;2021;3;1;6
IEE2021003868612;28/05/2021;Adobe_ADB103256105FR.pdf;Adobe;  ;  ;19,99;2021;3;1;6
IEE2021003989803;28/05/2021;Adobe_ADB142729297FR.pdf;Adobe Acrobat;  ;  ;14,99;2021;3;1;15
1017;28/05/2021;2045-NDF_1017.pdf;Les Ondes;72,91;7,29;80,2;2021;3;1;15
2020_regul1_urssaf;31/05/2021;2020_regul1_urssaf.pdf;URSSAF 2021;  ;  ;842;2021;5;1;15
2020_regul2_urssaf;31/05/2021;2020_regul2_urssaf.pdf;URSSAF 2021;  ;  ;741;2021;5;1;6
1018;31/05/2021;2046-NDF_1018.pdf;Nuit de chine;  ;  ;13,5;2021;3;1;9
1019;30/05/2021;2047-NDF_1019.pdf;Nuit de chine;49,64;4,96;54,6;2021;3;1;21
1020;31/05/2021;2048-NDF_1020.pdf;L'horizon;13,33;2,67;16;2021;3;1;40
FAC_F051194640;01/06/2021;FAC_F051194640.pdf;Volkswagen Bank;571,05;19,38;590,43;2021;5;1;40
invoice-154534;01/06/2021;invoice-154534.pdf;VPSServer;22,49;4,5;26,99;2021;3;1;12
;02/06/2021;  ;  ;  ;  ;90,1;2021;3;1;17
FAC_11261388370521;03/06/2021;Bouyguestelecom_Facture_20210520.pdf;Bouygues Telecom;52,78;  ;61,97;2021;5;1;12
;03/06/2021;  ;  ;  ;  ;8,95;2021;3;1;40
1021;03/06/2021;2049-NDF_1021.pdf;VINCI;10,42;2,08;12,5;2021;3;1;40
;07/06/2021;  ;HISCOX;  ;  ;227,26;2021;5;1;40
1022;07/06/2021;2050-NDF_1022.pdf;VINCI;4,42;0,88;5,3;2021;3;1;18
;07/06/2021;  ;  ;  ;  ;22,89;2021;3;1;7
;07/06/2021;  ;  ;  ;  ;57,09;2021;3;1;18
;07/06/2021;  ;  ;  ;  ;17,79;2021;3;1;33
2021_06_maaf_pro;10/06/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2021;5;1;15
06_2021_CIPAV;10/06/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;745,97;2021;5;1;7
06MAAF-Sante-2021;10/06/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2021;5;1;10
FAC_11305172230521;10/06/2021;Bouyguestelecom_Facture_20210527.pdf;Bouygues Telecom;78,68;13,11;92,55;2021;5;1;15
1023;10/06/2021;2051-NDF_1023.pdf;La tahble d'Home;26;2,6;28,6;2021;3;1;15
1024;10/06/2021;2052-NDF_1024.pdf;BP;41,67;8,33;50;2021;3;1;15
1025;10/06/2021;2053-NDF_1025.pdf;L'Entre Mers;23,41;4,68;28,09;2021;3;1;15
;11/06/2021;  ;  ;  ;  ;21,8;2021;3;1;15
1026;11/06/2021;2054-NDF_1026.pdf;Olivium;20,45;2,05;22,5;2021;3;1;15
1027;14/06/2021;2055-NDF_1027.pdf;Nuit de chine;13,91;1,39;15,3;2021;3;1;15
1028;14/06/2021;2056-NDF_1028.pdf;Micros / Aux Plances;67,64;6,76;74,4;2021;3;1;15
FAC_11338502460621;16/06/2021;Bouyguestelecom_Facture_20210602.pdf;Bouygues Telecom;7,41;1,48;8,89;2021;5;1;12
1029;16/06/2021;2057-NDF_1029.pdf;L'Entre Mers;22,26;4,45;26,71;2021;3;1;12
1030;17/06/2021;2058-NDF_1030.pdf;VINCI;9,83;1,97;11,8;2021;3;1;10
;  ;  ;VINCI;9,5;1,9;11,4;2021;3;1;19
1031;17/06/2021;2059-NDF_1031.pdf;VINCI;9,67;1,93;11,6;2021;3;1;6
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;40
1032;18/06/2021;2060-NDF_1032.pdf;BP;50;10;60;2021;3;1;15
2021_06_0884;21/06/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2021;5;1;19
2021_06_urssaf;21/06/2021;URSSAF-2021.pdf;URSSAF 2021;  ;  ;417;2021;5;1;40
;21/06/2021;  ;  ;  ;  ;31,5;2021;3;1;40
1033;21/06/2021;2061-NDF_1033.pdf;YUME LH;22,69;1,73;25,5;2021;3;1;15
;21/06/2021;  ;  ;  ;  ;23,06;2021;3;1;40
;  ;  ;  ;  ;  ;40;2021;3;1;10
1034;21/06/2021;2062-NDF_1034.pdf;L'escale;  ;  ;42,6;2021;3;1;40
1035;21/06/2021;2063-NDF_1035.pdf;Hippopotamus;38,91;3,89;42,8;2021;3;1;12
1036;21/06/2021;2064-NDF_1036.pdf;Total;63,2;12,64;75,84;2021;3;1;12
;21/06/2021;  ;  ;  ;  ;87;2021;3;1;12
1037;24/06/2021;2065-NDF_1037.pdf;VINCI;9,67;1,93;11,6;2021;3;1;40
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;40
1038;24/06/2021;2066-NDF_1038.pdf;VINCI;9,5;1,9;11,4;2021;3;1;15
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;12
FAC_F5960446752;24/06/2021;FAC_F5960446752.pdf;Boulanger;216,65;43,34;259,99;2021;3;1;40
;25/06/2021;  ;  ;  ;  ;4,99;2021;3;1;15
1039;25/06/2021;2067-NDF_1039.pdf;Old Wild West;12,52;1,25;13,77;2021;3;1;15
;25/06/2021;  ;  ;  ;  ;36,4;2021;3;1;15
1040;25/06/2021;2068-NDF_1040.pdf;Tambouille;49,55;4,95;54,5;2021;3;1;15
;28/06/2021;  ;  ;  ;  ;56;2021;3;1;40
1041;28/06/2021;2069-NDF_1041.pdf;Olivium;27,91;2,79;30,7;2021;3;1;20
1042;28/06/2021;2070-NDF_1042.pdf;Olivium;63,45;6,35;69,8;2021;3;1;40
IEE2021004944169;30/06/2021;Adobe_ADB142729297FR.pdf;Adobe Acrobat;  ;  ;14,99;2021;3;1;12
IEE2021004818324;30/06/2021;Adobe_ADB103256105FR.pdf;Adobe;  ;  ;19,99;2021;3;1;12
;30/06/2021;  ;  ;  ;  ;569;2021;3;1;12
1043;29/06/2021;2071-NDF_1043.pdf;VINCI;9,67;1,93;11,6;2021;3;1;15
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;15
1044;30/06/2021;2072-NDF_1044.pdf;VINCI;9,67;1,93;11,6;2021;3;1;12
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;9
1045;30/06/2021;2073-NDF_1045.pdf;Nuit de chine;27,82;2,78;30,6;2021;3;1;21
1046;30/06/2021;2074-NDF_1046.pdf;Thai&Co;17,06;0,94;18;2021;3;1;33
FAC_F051492852;01/07/2021;FAC_F051492852.pdf;Volkswagen Bank;495,26;95,17;590,43;2021;5;1;15
invoice-159289;02/07/2021;invoice-159289.pdf;VPSServer;22,49;4,5;26,99;2021;3;1;15
;05/07/2021;  ;Bouygues Telecom;  ;  ;55,44;2021;5;1;33
;05/07/2021;  ;  ;  ;  ;21,99;2021;5;1;10
1047;05/07/2021;2075-NDF_1047.pdf;Nuit de chine;24,38;2,44;26,82;2021;3;1;27
1048;05/07/2021;2076-NDF_1048.pdf;Olivium;31,73;3,17;34,9;2021;3;1;12
1049;05/07/2021;2077-NDF_1049.pdf;Total;63,63;12,73;76,36;2021;3;1;15
;06/07/2021;  ;Infogreffe;  ;  ;3,37;2021;3;1;1
1050;07/07/2021;2078-NDF_1050.pdf;VINCI;9,92;1,98;11,9;2021;3;1;18
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;7
1051;07/07/2021;2079-NDF_1051.pdf;Le Pays du Cedre;32,45;3,25;35,7;2021;3;1;18
;08/07/2021;  ;Tresor Public ;  ;  ;4 238,00;2021;5;1;35
07MAAF-2021;09/07/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2021;5;1;15
07_2021_CIPAV;12/07/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;745,97;2021;5;1;7
2021_07_12_maaf-sante;12/07/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2021;5;1;40
;12/07/2021;  ;Bouygues Telecom;  ;  ;165,96;2021;5;1;15
1052;12/07/2021;2080-NDF_1052.pdf;Olivium;32,09;3,21;35,3;2021;3;1;15
;12/07/2021;  ;  ;  ;  ;79,98;2021;3;1;40
1053;12/07/2021;2081-NDF_1053.pdf;Olivium;18,09;1,81;19,9;2021;3;1;35
1054;13/07/2021;2082-NDF_1054.pdf;Hippopotamus;10,92;2,18;13,1;2021;3;1;19
;12/07/2021;  ;Bouygues Telecom;  ;  ;4,99;2021;5;1;1
;16/07/2021;  ;  ;  ;  ;1 799,20;2021;3;1;15
2021_07_0884;20/07/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2021;5;1;19
2021_07_urssaf;20/07/2021;URSSAF-2021.pdf;URSSAF 2021;  ;  ;2 410,00;2021;5;1;15
;21/07/2021;  ;Tresor Public ;  ;  ;3 423,00;2021;5;1;1
1055;23/07/2021;2083-NDF_1055.pdf;Le Marivaux;17,5;3,5;21;2021;3;1;16
1056;26/07/2021;2084-NDF_1056.pdf;Villa Maasai;48,78;4,19;54,33;2021;3;1;15
FAC_2107024;26/07/2021;FAC_2107024.pdf;AUBAY;15,28;1,53;16,81;2021;5;1;15
;26/07/2021;  ;  ;  ;  ;4,99;2021;3;1;40
1057;26/07/2021;2085-NDF_1057.pdf;Les Argentiers;18,09;1,81;19,9;2021;3;1;20
1058;26/07/2021;2086-NDF_1058.pdf;Nuit de chine;2,92;0,58;3,5;2021;3;1;10
IEE2021005783007;29/07/2021;08_07_2021_ADB103256105FR.pdf;Adobe;  ;  ;19,99;2021;3;1;21
IEE2021005905525;29/07/2021;12_07_2021_ADB142729297FR.pdf;Adobe Acrobat;  ;  ;14,99;2021;3;1;35
1059;31/07/2021;2087-NDF_1059.pdf;Total;64,42;12,88;77,3;2021;3;1;40
FAC_F051778855;01/08/2021;FAC_F051778855.pdf;Volkswagen Bank;495,26;95,17;590,43;2021;5;1;40
invoice-164074;03/08/2021;invoice-164074.pdf;VPSServer;22,49;4,5;26,99;2021;3;1;40
FAC_11669833870721;03/08/2021;Bouyguestelecom_Facture_20210720.pdf;Bouygues Telecom;  ;  ;56,98;2021;5;1;40
;04/08/2021;  ;  ;  ;  ;21,99;2021;3;1;18
;05/08/2021;  ;  ;  ;  ;17,2;2021;3;1;7
;09/08/2021;  ;  ;  ;  ;7,3;2021;3;1;18
;09/08/2021;  ;  ;  ;  ;117,6;2021;3;1;33
08MAAF-2021;10/08/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2021;5;1;33
08_2021_CIPAV;10/08/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;3 211,76;2021;5;1;40
2021_08_maaf-sante;10/08/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2021;5;1;40
FAC_11717986190721;10/08/2021;Bouyguestelecom_Facture_20210727.pdf;Bouygues Telecom;  ;  ;102,8;2021;5;1;15
FAC_11556142690721;16/08/2021;Bouyguestelecom_Facture_20210702.pdf;Bouygues Telecom;  ;  ;4,99;2021;5;1;33
;16/08/2021;  ;  ;  ;  ;67,28;2021;3;1;40
;16/08/2021;  ;  ;  ;  ;275,4;2021;3;1;6
1060;17/08/2021;2088-NDF_1060.pdf;Old Wild West;2,71;0,54;3,25;2021;3;1;19
;17/08/2021;  ;  ;  ;  ;159,9;2021;3;1;40
2021_08_urssaf;20/08/2021;URSSAF-2021.pdf;URSSAF 2021;  ;  ;156,79;2021;5;1;20
2021_08_0884;20/08/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2021;5;1;20
;21/08/2021;  ;Tresor Public ;  ;  ;3 423,00;2021;5;1;15
;25/08/2021;  ;  ;  ;  ;4,99;2021;3;1;40
IEE2021006872389;30/08/2021;12_08_2021_ADB142729297FR.pdf;Adobe Acrobat;  ;  ;14,99;2021;3;1;10
IEE2021006745733;30/08/2021;08_08_2021_ADB103256105FR.pdf;Adobe;  ;  ;19,99;2021;3;1;15
1061;27/08/2021;2089-NDF_1061.pdf;La tahble d'Home;26;2,6;28,6;2021;3;1;15
1062;27/08/2021;2090-NDF_1062.pdf;Total;51,33;10,27;61,6;2021;3;1;9
1063;28/08/2021;2091-NDF_1063.pdf;Au bout de_bas;69,09;6,91;76;2021;3;1;21
1064;30/08/2021;2092-NDF_1064.pdf;Villa Maasai;84,55;8,45;93;2021;3;1;40
FAC_F052057005;01/09/2021;FAC_F052057005.pdf;Volkswagen Bank;495,26;95,17;590,43;2021;5;1;35
invoice-168772;02/09/2021;invoice-168772.pdf;VPSServer;5,68;1,14;6,82;2021;3;1;15
;02/09/2021;  ;  ;  ;  ;30,6;2021;3;1;40
FAC_2422150000953;02/09/2021;FAC_2422150000953.pdf;BUT;  ;48,33;289,98;2021;3;1;10
FAC_11865653540821;03/09/2021;Bouyguestelecom_Facture_20210820.pdf;Bouygues Telecom;  ;  ;56,98;2021;5;1;40
1065;03/09/2021;2093-NDF_1065.pdf;Hippopotamus;33,27;3,33;36,6;2021;3;1;10
;06/09/2021;  ;  ;  ;  ;21,99;2021;3;1;15
1066;04/09/2021;2094-NDF_1066.pdf;VINCI;6,42;1,28;7,7;2021;3;1;10
;06/09/2021;  ;  ;  ;  ;18,9;2021;3;1;15
1067;06/09/2021;2095-NDF_1067.pdf;Shell;62,91;12,58;75,49;2021;3;1;40
1068;06/09/2021;2096-NDF_1068.pdf;Olivium;62,18;6,22;68,4;2021;3;1;18
1069;06/09/2021;2097-NDF_1069.pdf;Hippopotamus;99,91;9,99;109,9;2021;3;1;18
;06/09/2021;  ;  ;  ;  ;111,6;2021;3;1;33
09MAAF-2021;10/09/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2021;5;1;15
09_2021_CIPAV;10/09/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;3 211,76;2021;5;1;7
2021_09_10_maaf-sante;10/09/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2021;5;1;15
FAC_11914054810821;10/09/2021;Bouyguestelecom_Facture_20210827.pdf;Bouygues Telecom;49,62;9,92;65,92;2021;5;1;33
1070;10/09/2021;2098-NDF_1070.pdf;Olivium;36,36;3,64;40;2021;3;1;15
1071;13/09/2021;2099-NDF_1071.pdf;Olivium;31,73;3,17;34,9;2021;3;1;33
1072;13/09/2021;2100-NDF_1072.pdf;Au Comptoir;60;6;66;2021;3;1;19
1073;15/09/2021;2101-NDF_1073.pdf;Total;  ;  ;91,64;2021;3;1;1
FAC_11946091070921;16/09/2021;Bouyguestelecom_Facture_20210902.pdf;Bouygues Telecom;24,99;5;29,98;2021;5;1;15
1074;16/09/2021;2102-NDF_1074.pdf;VINCI;10,42;2,08;12,5;2021;3;1;12
2021_09_0884;20/09/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2021;5;1;15
;20/09/2021;  ;Tresor Public ;  ;  ;2 410,00;2021;5;1;40
1075;20/09/2021;2103-NDF_1075.pdf;Hippopotamus;62,55;6,25;68,8;2021;3;1;15
1076;20/09/2021;2104-NDF_1076.pdf;My Thai;121,08;12,12;133,2;2021;3;1;12
;20/09/2021;  ;  ;  ;  ;155;2021;3;1;15
1077;22/09/2021;2105-NDF_1077.pdf;Nuit de chine;27,82;2,78;30,6;2021;3;1;15
1078;23/09/2021;2106-NDF_1078.pdf;VINCI;5;1;6;2021;3;1;12
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;15
1079;23/09/2021;2107-NDF_1079.pdf;Tribeca;44,55;4,95;49,5;2021;3;1;15
1080;24/09/2021;2108-NDF_1080.pdf;La tahble d'Home;26;2,6;28,6;2021;3;1;15
1081;24/09/2021;2109-NDF_1081.pdf;The Godfather;41,82;4,18;46;2021;3;1;15
1082;25/09/2021;2110-NDF_1082.pdf;Olivium;75,73;7,57;83,3;2021;3;1;40
1083;27/09/2021;2111-NDF_1083.pdf;Hippopotamus;93,76;9,38;103,14;2021;3;1;1
;27/09/2021;  ;  ;  ;  ;115,94;2021;3;1;40
;27/09/2021;  ;  ;  ;  ;4,99;2021;3;1;40
;27/09/2021;  ;Tr�sor public;  ;  ;3 341,00;2021;5;1;12
;29/09/2021;  ;  ;  ;  ;310,8;2021;3;1;12
FAC_THZH19495H1;30/09/2021;FAC_THZH19495H1.pdf;EuroDatacar;  ;  ;98;2021;1;1;10
;30/09/2021;  ;  ;  ;  ;297,78;2021;3;1;9
1084;30/09/2021;2112-NDF_1084.pdf;VINCI;9,67;1,93;11,6;2021;3;1;33
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;12
1085;30/09/2021;2113-NDF_1085.pdf;Total;41,67;8,33;50;2021;3;1;15
FAC_F052336746;01/10/2021;FAC_F052336746.pdf;Volkswagen Bank;495,26;95,17;590,43;2022;5;1;11
FAC_11263363411021;04/10/2021;FAC_11263363411021.pdf;Bouygues Telecom;48,62;  ;56,98;2022;5;1;15
1086;02/10/2021;2114-NDF_1086.pdf;VINCI;4,58;0,92;5,5;2022;3;1;12
1087;04/10/2021;2115-NDF_1087.pdf;56 Degres - Olivium;57,36;5,74;76,9;2022;3;1;18
F-1044-2021-2865;04/10/2021;F-1044-2021-2865.pdf;Midas;80,62;16,12;96,74;2022;3;1;18
1088;08/10/2021;2116-NDF_1088.pdf;56 Degres - Olivium;31,82;3,18;43,9;2022;3;1;33
10MAAF-2021;10/10/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2022;5;1;40
10_2021_CIPAV;10/10/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;3 211,76;2022;5;1;10
2021_10_10_maaf-sante;10/10/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2022;5;1;15
FAC_811111747750921;11/10/2021;FAC_811111747750921.pdf;Bouygues Telecom;73,08;  ;79,46;2022;5;1;33
1089;11/10/2021;2116-NDF_1089.pdf;Tribeca;92,61;10,29;102,9;2022;3;1;12
;11/10/2021;  ;  ;  ;  ;81,84;2022;3;1;12
1090;11/10/2021;2117-NDF_1090.pdf;Total;72,57;14,52;87,09;2022;3;1;33
1091;11/10/2021;2118-NDF_1091.pdf;Paradis du Fruit;58,91;5,89;87,9;2022;3;1;15
1092;14/10/2021;2119-NDF_1092.pdf;VINCI;9,5;1,9;11,4;2022;3;1;15
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;12
FAC_11145048311021;18/10/2021;FAC_11145048311021.pdf;Bouygues Telecom;24,99;5;29,98;2022;5;1;19
1093;18/10/2021;2120-NDF_1093.pdf;Hippopotamus;4,63;0,65;54,8;2022;3;1;6
1094;18/10/2021;2121-NDF_1094.pdf;56 Degres - Olivium;  ;3,97;57,5;2022;3;1;40
2022_10_0884;20/10/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2022;5;1;40
2021_10_urssaf;20/10/2021;2021_10_urssaf.pdf;URSSAF 2021;  ;  ;2 410,00;2022;5;1;15
;25/10/2021;  ;  ;  ;  ;4,99;2022;3;1;40
;25/10/2021;  ;  ;  ;  ;25,01;2022;3;1;10
;25/10/2021;  ;  ;  ;  ;51,59;2022;3;1;1
;26/10/2021;  ;  ;  ;  ;4,47;2022;3;1;9
1095;25/10/2021;2122-NDF_1095.pdf;56 Degres - Olivium;52,54;5,25;85;2022;3;1;18
1096;27/10/2021;2123-NDF_1096.pdf;Carrefour Market;  ;  ;81,63;2022;3;1;18
;29/10/2021;  ;Tr�sor public;  ;  ;1 467;2022;5;1;10
FAC_F052611652;01/11/2021;FAC_F052611652.pdf;Volkswagen Bank;495,26;95,17;590,43;2022;5;1;12
11MAAF-2021;12/11/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2022;5;1;12
12_2021_CIPAV;12/11/2021;CIPAV_2021.pdf;CIPAV 2021;  ;  ;3 211,76;2022;5;1;12
2021_11_12_maaf-sante;12/11/2021;MAAF-Sante-2021.pdf;MAAF Assurance Sant� 2021;  ;  ;102,34;2022;5;1;6
1097;13/11/2021;2124-NDF_1097.pdf;BP;25,06;5,01;30,07;2022;3;1;6
1098;17/11/2021;2125-NDF_1098.pdf;VINCI;9,67;1,93;11,6;2022;3;1;12
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;12
1099;19/11/2021;2126-NDF_1099.pdf;VINCI;10,5;2,1;12,6;2022;3;1;1
;23/11/2021;  ;  ;  ;  ;2 515,00;2022;5;1;15
;23/11/2021;  ;  ;  ;  ;498,2;2022;5;1;15
1100;23/11/2021;2127-NDF_1100.pdf;VINCI;9,67;1,93;11,6;2022;3;1;9
;  ;  ;VINCI;10,42;2,08;12,5;2021;3;1;33
;25/11/2021;  ;Tr�sor public;  ;  ;1 793,00;2022;5;1;12
1101;25/11/2021;2128-NDF_1101.pdf;Traiteur Asiatique;24,55;2,45;27;2022;3;1;21
1102;28/11/2021;2129-NDF_1102.pdf;Asia King;87,27;8,73;96;2022;3;1;35
FAC_F052893375;01/12/2021;FAC_052893375.pdf;Volkswagen Bank;495,26;95,17;590,43;2022;5;1;33
FAC_11464731301121;07/12/2021;FAC_11464731301121;Bouygues Telecom;52,79;  ;61,98;2022;5;1;33
1103;05/12/2021;2130-NDF_1103.pdf;VINCI;6,08;1,22;7,3;2022;3;1;15
FAC_F5960499546;10/12/2021;FAC_F59604499546.pdf;Boulanger;324,17;64,83;389;2022;3;1;12
FAC_11487049521121;08/12/2021;FAC_11487049521121.pdf;Bouygues Telecom;88,32;  ;112,37;2022;5;1;18
FAC_11489858101121;08/12/2021;FAC_11489858101121.pdf;Bouygues Telecom;  ;  ;6,2;2022;5;1;23
FAC_11489651061121;08/12/2021;FAC_11489651061121.pdf;Bouygues Telecom;  ;  ;3,49;2022;5;1;15
1104;09/12/2021;2131-NDF_1104.pdf;Mi Mi Sushi;18,36;1,84;20,2;2022;3;1;15
1105;10/12/2021;2132-NDF_1105.pdf;VINCI;10,5;2,1;12,6;2022;3;1;40
12MAAF-2021;13/12/2021;MAAF-2021.pdf;MAAF Pro 2021;  ;  ;59,83;2022;5;1;15
FAC_INV122044100;13/12/2021;FAC_INV122044100.pdf;Zoom Meeting;  ;  ;13,99;2022;3;1;20
1106;14/12/2021;2133-NDF_1106.pdf;La Boucherie;52,38;10,48;392,75;2022;3;1;6
;14/12/2021;  ;  ;  ;  ;300;2022;3;1;19
1107;14/12/2021;2134-NDF_1107.pdf;56 Degres - Olivium;79;7,99;110,6;2022;3;1;40
;21/12/2021;  ;  ;  ;  ;2 515,00;2022;5;1;4
;21/12/2021;  ;  ;  ;  ;498,2;2022;5;1;40
2022_12_0884;21/12/2021;Macif2021.pdf;Macif 2021;  ;  ;156,79;2022;5;1;40
;21/12/2021;  ;  ;  ;  ;20,24;2022;3;1;15
;22/12/2021;  ;  ;  ;  ;785,39;2022;3;1;1
Avis_CFE_2021;22/12/2021;Avis_CFE_2021.pdf;Tr�sor public;  ;  ;631;2022;3;1;40
;22/12/2021;  ;  ;  ;  ;92,12;2022;3;1;40
